#   Z    A  M_ej/M_sun
    0    1   4.054e-12
    1    1   7.439e-03
    1    2   2.052e-11
    1    3   6.006e-14
    2    3   1.803e-13
    2    4   2.657e-01
    3    6   1.233e-13
    3    7   9.876e-12
    3    8   9.879e-15
    4    7   1.421e-13
    4    9   2.649e-10
    4   10   1.974e-08
    4   11   1.276e-14
    5    8   9.920e-19
    5   10   2.450e-13
    5   11   8.150e-11
    6   10   2.502e-17
    6   11   1.704e-12
    6   12   2.770e-01
    6   13   1.291e-08
    6   14   2.023e-08
    6   15   4.079e-18
    6   16   2.873e-07
    7   13   8.135e-09
    7   14   2.588e-08
    7   15   1.204e-07
    7   16   3.030e-08
    7   17   1.188e-09
    8   14   8.196e-09
    8   15   2.181e-07
    8   16   1.123e+00
    8   17   6.294e-09
    8   18   1.117e-06
    8   19   3.276e-09
    8   20   2.833e-10
    8   21   3.952e-13
    8   22   3.335e-17
    9   17   4.949e-09
    9   18   1.133e-10
    9   19   4.593e-08
    9   20   8.014e-10
    9   21   2.154e-11
    9   22   5.543e-14
    9   23   2.708e-18
   10   18   1.966e-16
   10   19   1.412e-12
   10   20   4.375e-02
   10   21   3.118e-06
   10   22   2.204e-07
   10   23   8.258e-09
   10   24   3.727e-06
   10   25   4.405e-17
   11   21   3.507e-09
   11   22   5.286e-08
   11   23   9.458e-06
   11   24   1.528e-06
   11   25   3.224e-07
   11   26   1.821e-14
   12   22   7.481e-13
   12   23   9.381e-08
   12   24   1.482e-02
   12   25   1.875e-06
   12   26   5.859e-07
   12   27   2.589e-06
   12   28   4.663e-07
   12   29   3.762e-15
   13   24   2.661e-16
   13   25   6.218e-10
   13   26   2.424e-06
   13   27   3.674e-05
   13   28   9.463e-09
   13   29   1.095e-07
   13   30   5.915e-14
   14   26   3.912e-15
   14   27   2.806e-10
   14   28   9.312e-02
   14   29   2.703e-05
   14   30   7.833e-06
   14   31   2.291e-07
   14   32   2.070e-07
   14   33   4.382e-11
   14   34   7.788e-15
   15   28   1.860e-17
   15   29   1.004e-10
   15   30   1.486e-05
   15   31   2.435e-05
   15   32   1.048e-09
   15   33   8.549e-07
   15   34   1.652e-08
   15   35   1.033e-07
   15   36   2.519e-11
   15   37   4.965e-17
   16   30   3.883e-16
   16   31   2.662e-12
   16   32   4.500e-02
   16   33   1.447e-05
   16   34   7.878e-06
   16   35   3.231e-07
   16   36   1.319e-06
   16   37   3.278e-07
   16   38   6.922e-07
   16   39   8.597e-09
   16   40   2.192e-09
   16   41   6.320e-17
   17   33   3.690e-13
   17   34   3.725e-13
   17   35   1.394e-05
   17   36   2.919e-10
   17   37   8.456e-08
   17   38   9.533e-09
   17   39   2.137e-06
   17   40   1.288e-06
   17   41   1.862e-06
   17   42   6.158e-10
   17   43   1.646e-14
   18   34   1.249e-17
   18   35   2.568e-15
   18   36   8.714e-03
   18   37   7.885e-06
   18   38   8.787e-07
   18   39   3.711e-08
   18   40   1.366e-06
   18   41   8.308e-06
   18   42   5.269e-06
   18   43   6.718e-07
   18   44   2.882e-06
   18   45   8.160e-08
   18   46   9.475e-09
   18   47   4.588e-17
   19   37   3.130e-12
   19   38   4.529e-06
   19   39   9.812e-06
   19   40   2.501e-10
   19   41   5.501e-08
   19   42   4.229e-10
   19   43   1.509e-07
   19   44   2.901e-07
   19   45   1.614e-06
   19   46   8.806e-06
   19   47   6.276e-07
   19   48   4.250e-09
   19   49   4.017e-08
   20   38   5.639e-18
   20   39   7.047e-14
   20   40   1.064e-02
   20   41   4.731e-06
   20   42   3.527e-06
   20   43   2.330e-08
   20   44   1.176e-08
   20   45   7.860e-08
   20   46   6.590e-06
   20   47   2.415e-05
   20   48   5.408e-03
   20   49   8.453e-05
   20   50   8.986e-06
   20   51   6.468e-08
   20   52   3.405e-10
   21   41   6.180e-15
   21   42   8.525e-15
   21   43   4.557e-06
   21   44   1.689e-09
   21   45   1.410e-07
   21   46   6.670e-10
   21   47   3.942e-09
   21   48   1.030e-09
   21   49   1.194e-04
   21   50   5.095e-04
   21   51   2.203e-06
   21   52   1.254e-07
