#   Z    A  M_ej/M_sun
    0    1   5.538e-19
    1    1   6.432e-03
    1    2   2.226e-16
    1    3   1.333e-15
    2    3   3.010e-15
    2    4   1.121e-01
    3    7   1.045e-18
    4    7   8.334e-15
    5    8   1.575e-18
    5   10   4.113e-17
    5   11   1.669e-13
    6   10   1.177e-17
    6   11   3.691e-12
    6   12   3.114e-01
    6   13   5.436e-10
    6   14   5.919e-12
    6   16   3.628e-08
    7   13   9.325e-10
    7   14   9.823e-08
    7   15   1.074e-07
    7   16   3.824e-09
    7   17   1.737e-13
    8   14   2.336e-09
    8   15   1.970e-07
    8   16   1.192e+00
    8   17   2.677e-09
    8   18   2.338e-12
    8   19   2.924e-14
    8   20   8.115e-19
    8   21   3.442e-16
    9   17   6.713e-10
    9   18   2.704e-10
    9   19   3.487e-09
    9   20   2.875e-16
    9   21   1.576e-14
   10   18   3.818e-13
   10   19   5.661e-12
   10   20   4.039e-02
   10   21   3.468e-07
   10   22   9.411e-09
   10   23   4.702e-15
   10   24   5.917e-09
   11   19   2.914e-17
   11   20   6.147e-16
   11   21   2.608e-08
   11   22   2.567e-07
   11   23   5.543e-05
   11   24   2.576e-09
   11   25   4.743e-13
   12   20   8.736e-16
   12   21   3.089e-14
   12   22   1.068e-11
   12   23   5.137e-07
   12   24   2.293e-02
   12   25   3.354e-06
   12   26   2.954e-06
   12   27   1.593e-07
   12   28   1.309e-10
   13   23   1.634e-18
   13   24   1.752e-14
   13   25   2.873e-11
   13   26   1.269e-05
   13   27   1.306e-04
   13   28   9.241e-10
   13   29   2.328e-11
   13   30   3.265e-17
   14   24   6.141e-18
   14   25   9.098e-13
   14   26   7.612e-12
   14   27   8.257e-10
   14   28   7.147e-02
   14   29   5.847e-05
   14   30   1.106e-05
   14   31   7.689e-09
   14   32   2.367e-09
   14   33   2.742e-13
   14   34   1.896e-17
   15   27   3.193e-14
   15   28   1.345e-14
   15   29   7.286e-11
   15   30   1.221e-05
   15   31   2.576e-05
   15   32   5.942e-10
   15   33   8.952e-09
   15   34   7.937e-11
   15   35   5.104e-09
   15   36   2.405e-13
   15   37   3.448e-18
   16   28   1.590e-16
   16   29   1.412e-12
   16   30   5.513e-12
   16   31   2.063e-12
   16   32   2.896e-02
   16   33   1.770e-05
   16   34   3.511e-06
   16   35   5.413e-08
   16   36   1.122e-07
   16   37   1.365e-07
   16   38   1.529e-07
   16   39   3.434e-09
   16   40   4.534e-10
   16   41   7.099e-17
   17   31   7.868e-18
   17   32   2.087e-13
   17   33   5.566e-13
   17   34   3.187e-13
   17   35   6.024e-06
   17   36   2.963e-10
   17   37   4.068e-08
   17   38   1.721e-08
   17   39   8.444e-07
   17   40   3.038e-07
   17   41   2.513e-06
   17   42   1.808e-09
   17   43   6.435e-14
   18   33   1.233e-12
   18   34   4.979e-12
   18   35   2.248e-12
   18   36   5.364e-03
   18   37   1.826e-06
   18   38   2.099e-07
   18   39   1.872e-08
   18   40   3.627e-07
   18   41   1.092e-05
   18   42   1.286e-05
   18   43   3.395e-06
   18   44   7.294e-06
   18   45   6.583e-07
   18   46   6.830e-09
   19   36   7.737e-14
   19   37   1.298e-12
   19   38   7.906e-07
   19   39   1.872e-06
   19   40   4.320e-11
   19   41   7.158e-08
   19   42   1.125e-09
   19   43   7.631e-07
   19   44   7.645e-07
   19   45   1.267e-05
   19   46   6.519e-06
   19   47   3.120e-07
   19   48   5.571e-09
   19   49   6.923e-08
   20   37   5.479e-12
   20   38   3.075e-12
   20   39   6.914e-12
   20   40   6.636e-03
   20   41   6.735e-07
   20   42   3.777e-07
   20   43   3.814e-09
   20   44   2.338e-08
   20   45   6.054e-07
   20   46   4.902e-06
   20   47   1.188e-05
   20   48   2.703e-03
   20   49   7.619e-05
   20   50   5.063e-06
   20   51   1.786e-07
   20   52   4.626e-11
   21   40   1.819e-16
   21   41   6.072e-11
   21   42   1.010e-10
   21   43   5.690e-07
   21   44   1.672e-10
   21   45   1.911e-08
   21   46   7.147e-11
   21   47   1.820e-09
   21   48   1.420e-09
   21   49   6.323e-05
   21   50   3.141e-04
   21   51   2.181e-06
   21   52   1.851e-08
   21   53   5.151e-15
   22   40   8.813e-15
   22   41   2.385e-16
   22   42   1.039e-11
   22   43   9.596e-12
   22   44   2.875e-05
   22   45   1.450e-06
   22   46   1.169e-06
   22   47   7.638e-08
   22   48   8.457e-09
   22   49   1.173e-06
   22   50   4.862e-04
   22   51   1.192e-04
   22   52   1.595e-04
   22   53   3.406e-06
   22   54   1.026e-16
   23   43   2.932e-18
   23   44   3.846e-12
   23   45   6.334e-11
   23   46   2.784e-11
   23   47   2.324e-06
   23   48   9.433e-08
   23   49   1.193e-07
   23   50   2.389e-10
   23   51   1.964e-05
   23   52   1.253e-04
   23   53   2.621e-05
   23   54   1.404e-05
   23   55   2.190e-09
   24   45   1.333e-12
   24   46   4.965e-12
   24   47   2.105e-11
   24   48   9.921e-05
   24   49   2.987e-06
   24   50   2.748e-06
   24   51   2.073e-07
   24   52   3.254e-05
   24   53   2.378e-05
   24   54   8.532e-04
   24   55   2.069e-05
   24   56   2.290e-04
   24   57   4.274e-07
   24   58   6.328e-09
   25   46   9.532e-17
   25   48   1.736e-12
   25   49   1.888e-11
   25   50   1.241e-11
   25   51   7.491e-06
   25   52   1.898e-06
   25   53   1.242e-06
   25   54   3.528e-08
   25   55   3.848e-05
   25   56   4.913e-05
   25   57   2.088e-05
   25   58   4.746e-09
   25   59   5.279e-11
   26   47   2.724e-17
   26   49   5.912e-13
   26   50   4.133e-12
   26   51   9.066e-12
   26   52   1.001e-03
   26   53   9.754e-06
   26   54   1.167e-05
   26   55   5.455e-07
   26   56   3.017e-04
   26   57   4.392e-05
   26   58   4.265e-03
   26   59   3.846e-05
   26   60   1.763e-03
   26   61   5.375e-06
