#   Z    A  M_ej/M_sun
    1    1   2.819e-02
    1    2   1.123e-13
    2    3   2.195e-14
    2    4   2.297e-01
    3    6   3.224e-15
    3    7   4.262e-14
    4    9   1.038e-17
    5   10   1.286e-14
    5   11   3.914e-12
    6   12   3.653e-01
    6   13   9.105e-09
    7   14   9.102e-07
    7   15   3.727e-07
    8   16   1.366e+00
    8   17   3.506e-08
    8   18   2.552e-08
    9   19   2.846e-09
   10   20   1.046e-01
   10   21   1.165e-06
   10   22   5.868e-07
   11   23   4.963e-05
   12   24   1.987e-02
   12   25   3.975e-06
   12   26   1.164e-05
   13   27   5.861e-05
   14   28   6.294e-02
   14   29   2.459e-05
   14   30   1.199e-05
   15   31   1.491e-05
   16   32   3.012e-02
   16   33   8.613e-06
   16   34   1.757e-06
   16   36   1.607e-07
   17   35   4.623e-06
   17   37   3.776e-06
   18   36   5.776e-03
   18   38   3.042e-06
   18   40   7.499e-07
   19   39   7.085e-06
   19   40   5.610e-11
   19   41   2.134e-05
   20   40   7.086e-03
   20   42   1.492e-05
   20   43   7.402e-06
   20   44   8.789e-05
   20   46   1.228e-05
   20   48   9.403e-04
   21   45   1.531e-05
   22   46   6.931e-06
   22   47   2.908e-05
   22   48   2.098e-04
   22   49   1.064e-04
   22   50   8.743e-04
   23   50   4.342e-09
   23   51   1.754e-04
   24   50   8.233e-06
   24   52   1.582e-03
   24   53   5.618e-05
   24   54   3.232e-04
   25   55   5.423e-05
   26   54   2.039e-05
   26   56   8.367e-01
   26   57   2.974e-02
   26   58   8.067e-04
   27   59   2.599e-03
   28   58   4.144e-02
   28   60   3.853e-02
   28   61   6.534e-04
   28   62   1.258e-02
   28   64   4.062e-03
   29   63   3.463e-04
   29   65   1.542e-04
   30   64   2.152e-03
   30   66   5.480e-03
   30   67   6.161e-05
   30   68   1.096e-03
   30   70   3.322e-04
   31   69   5.057e-05
   31   71   2.976e-05
   32   70   1.400e-04
   32   72   2.336e-04
   32   73   9.561e-05
   32   74   3.031e-04
   32   76   1.326e-03
   33   75   7.370e-05
   34   74   3.309e-06
   34   76   2.793e-05
   34   77   1.285e-04
   34   78   1.282e-03
   34   80   1.715e-03
   34   82   5.865e-03
   35   79   7.316e-04
   35   81   1.687e-03
   36   78   1.187e-07
   36   80   1.478e-06
   36   82   7.099e-06
   36   83   1.676e-03
   36   84   2.193e-03
   36   86   3.051e-03
   37   85   5.086e-04
   37   87   3.294e-04
   38   84   7.092e-08
   38   86   3.321e-06
   38   87   2.365e-06
   38   88   3.603e-03
   39   89   6.323e-04
   40   90   1.087e-03
   40   91   1.022e-04
   40   92   4.954e-04
   40   94   1.628e-04
   40   96   1.997e-05
   41   93   1.446e-04
   42   92   1.800e-07
   42   94   4.956e-08
   42   95   2.594e-05
   42   96   1.881e-08
   42   97   9.685e-06
   42   98   1.718e-05
   42  100   2.417e-05
   44   96   2.379e-09
   44   98   5.979e-09
   44   99   1.123e-06
   44  100   4.232e-09
   44  101   1.415e-05
   44  102   5.317e-05
   44  104   1.296e-04
   45  103   7.010e-05
   46  102   1.409e-09
   46  104   6.105e-09
   46  105   5.828e-05
   46  106   1.443e-05
   46  108   2.978e-05
   46  110   1.394e-05
   47  107   4.245e-05
   47  109   1.437e-05
   48  106   3.605e-09
   48  108   3.669e-09
   48  110   1.135e-08
   48  111   5.829e-06
   48  112   9.352e-06
   48  113   1.388e-05
   48  114   1.858e-05
   48  116   7.419e-06
   49  113   6.402e-09
   49  115   8.031e-06
   50  112   5.159e-08
   50  114   1.490e-07
   50  115   4.199e-08
   50  116   1.737e-08
   50  117   2.051e-05
   50  118   6.275e-06
   50  119   8.904e-06
   50  120   1.113e-04
   50  122   4.294e-06
   50  124   1.452e-06
   51  121   3.628e-06
   51  123   2.652e-06
   52  120   4.279e-09
   52  122   8.831e-08
   52  123   2.271e-09
   52  124   4.210e-08
   52  125   8.599e-06
   52  126   6.064e-06
   52  128   1.762e-05
   52  130   7.931e-05
   53  127   9.033e-06
   54  124   8.408e-08
   54  126   4.603e-08
   54  128   5.016e-08
   54  129   2.293e-05
   54  130   6.694e-09
   54  131   5.794e-05
   54  132   4.279e-05
   54  134   2.211e-06
   54  136   1.232e-06
   55  133   8.941e-06
   56  130   3.394e-08
   56  132   5.543e-09
   56  134   6.615e-08
   56  135   1.066e-06
   56  136   6.871e-08
   56  137   1.579e-06
   56  138   1.255e-06
   57  138   3.236e-09
   57  139   2.142e-06
   58  136   9.666e-08
   58  138   1.138e-08
   58  140   1.765e-06
   58  142   6.013e-07
   59  141   6.730e-07
   60  142   1.367e-07
   60  143   7.634e-07
   60  144   6.824e-07
   60  145   5.544e-07
   60  146   5.255e-07
   60  148   6.495e-07
   60  150   5.893e-07
   62  144   2.108e-07
   62  147   3.698e-07
   62  148   1.197e-10
   62  149   4.319e-07
   62  150   6.872e-12
   62  152   7.708e-07
   62  154   1.103e-06
   63  151   7.493e-07
   63  153   9.334e-07
   64  152   5.171e-09
   64  154   9.135e-08
   64  155   1.415e-06
   64  156   1.604e-06
   64  157   1.501e-06
   64  158   1.872e-06
   64  160   1.336e-06
   65  159   1.220e-06
   66  156   2.528e-09
   66  158   4.606e-10
   66  160   7.828e-08
   66  161   1.430e-06
   66  162   1.611e-06
   66  163   1.591e-06
   66  164   1.553e-06
   67  165   1.402e-06
   68  162   3.744e-10
   68  164   4.309e-09
   68  166   1.196e-06
   68  167   1.088e-06
   68  168   1.098e-06
   68  170   1.338e-06
   69  169   8.321e-07
   70  168   2.690e-08
   70  170   2.186e-08
   70  171   1.137e-06
   70  172   9.053e-07
   70  173   9.502e-07
   70  174   1.167e-06
   70  176   5.883e-07
   71  175   8.662e-07
   71  176   1.536e-11
   72  174   1.364e-08
   72  176   1.455e-08
   72  177   7.691e-07
   72  178   6.395e-07
   72  179   4.473e-07
   72  180   4.398e-07
   73  181   3.034e-07
   74  180   7.727e-09
   74  182   2.247e-07
   74  183   2.153e-07
   74  184   2.466e-07
   74  186   4.128e-07
   75  185   2.334e-07
   75  187   4.527e-07
   76  184   2.299e-11
   76  186   2.005e-10
   76  187   5.336e-12
   76  188   6.543e-07
   76  189   7.608e-07
   76  190   8.408e-07
   76  192   1.988e-06
   77  191   1.300e-06
   77  193   2.895e-06
   78  190   9.673e-12
   78  192   2.784e-12
   78  194   3.517e-06
   78  195   4.782e-06
   78  196   5.837e-06
   78  198   3.715e-06
   79  197   4.394e-06
   80  196   4.483e-15
   80  198   1.594e-13
   80  199   5.082e-06
   80  200   4.081e-06
   80  201   2.236e-06
   80  202   3.106e-07
   80  204   7.160e-08
   81  203   9.238e-08
   81  205   5.512e-08
   82  204   1.307e-13
   82  206   8.000e-07
   82  207   7.463e-07
   82  208   4.544e-07
   83  209   1.771e-06
   90  232   9.244e-07
   92  235   9.221e-07
   92  238   6.118e-07
