#   Z    A  M_ej/M_sun
    0    1   2.298e-15
    1    1   2.820e-02
    1    2   1.124e-13
    1    3   5.834e-15
    2    3   1.594e-14
    2    4   2.297e-01
    3    6   3.230e-15
    3    7   9.894e-15
    4    7   3.260e-14
    4    9   1.037e-17
    5    8   9.336e-18
    5   10   1.293e-14
    5   11   1.749e-13
    6   10   2.984e-17
    6   11   3.739e-12
    6   12   3.653e-01
    6   13   3.508e-09
    6   14   1.140e-09
    6   16   3.676e-08
    7   13   5.548e-09
    7   14   9.068e-07
    7   15   1.240e-07
    7   16   3.876e-09
    7   17   3.011e-10
    8   14   2.188e-09
    8   15   2.491e-07
    8   16   1.366e+00
    8   17   2.505e-08
    8   18   2.430e-08
    8   19   3.550e-11
    8   20   5.281e-13
    8   21   2.142e-14
    9   17   9.716e-09
    9   18   1.215e-09
    9   19   2.785e-09
    9   20   1.643e-12
    9   21   1.202e-12
    9   22   3.427e-16
   10   18   2.587e-12
   10   19   2.602e-11
   10   20   1.046e-01
   10   21   1.099e-06
   10   22   5.114e-08
   10   23   9.351e-11
   10   24   1.217e-07
   11   19   7.088e-17
   11   20   1.396e-14
   11   21   6.584e-08
   11   22   5.356e-07
   11   23   4.913e-05
   11   24   4.973e-08
   11   25   7.646e-09
   11   26   2.330e-16
   12   20   3.471e-15
   12   21   7.956e-14
   12   22   3.510e-11
   12   23   4.989e-07
   12   24   1.987e-02
   12   25   3.967e-06
   12   26   2.711e-06
   12   27   9.026e-08
   12   28   1.244e-08
   12   29   5.165e-17
   13   23   3.980e-18
   13   24   4.452e-13
   13   25   1.924e-10
   13   26   8.931e-06
   13   27   5.852e-05
   13   28   8.428e-10
   13   29   4.563e-09
   13   30   3.499e-15
   14   24   2.176e-17
   14   25   3.349e-12
   14   26   5.659e-11
   14   27   4.841e-10
   14   28   6.294e-02
   14   29   2.459e-05
   14   30   5.091e-06
   14   31   1.417e-08
   14   32   2.253e-08
   14   33   2.568e-12
   14   34   4.090e-16
   15   27   2.676e-13
   15   28   4.226e-13
   15   29   6.889e-11
   15   30   6.897e-06
   15   31   1.489e-05
   15   32   3.552e-10
   15   33   5.624e-08
   15   34   1.070e-09
   15   35   9.022e-09
   15   36   1.879e-12
   15   37   1.137e-17
   16   28   6.308e-16
   16   29   1.007e-11
   16   30   5.000e-11
   16   31   5.111e-11
   16   32   3.012e-02
   16   33   8.557e-06
   16   34   1.756e-06
   16   35   3.767e-08
   16   36   1.607e-07
   16   37   2.076e-07
   16   38   2.551e-07
   16   39   4.840e-09
   16   40   5.577e-10
   16   41   1.393e-16
   17   31   4.596e-17
   17   32   2.383e-12
   17   33   1.361e-11
   17   34   6.924e-12
   17   35   4.577e-06
   17   36   1.660e-10
   17   37   5.734e-08
   17   38   1.070e-08
   17   39   1.191e-06
   17   40   3.482e-07
   17   41   3.027e-06
   17   42   1.702e-09
   17   43   5.202e-14
   18   33   9.313e-12
   18   34   4.886e-11
   18   35   4.714e-11
   18   36   5.776e-03
   18   37   3.511e-06
   18   38   4.158e-07
   18   39   2.319e-08
   18   40   4.011e-07
   18   41   1.321e-05
   18   42   1.135e-05
   18   43   1.776e-06
   18   44   7.215e-06
   18   45   3.027e-07
   18   46   7.756e-09
   19   35   1.218e-18
   19   36   9.849e-13
   19   37   2.950e-11
   19   38   2.360e-06
   19   39   5.866e-06
   19   40   5.610e-11
   19   41   8.690e-08
   19   42   1.124e-09
   19   43   3.980e-07
   19   44   7.990e-07
   19   45   5.837e-06
   19   46   7.006e-06
   19   47   4.393e-07
   19   48   4.599e-09
   19   49   5.681e-08
   20   36   1.707e-18
   20   37   5.031e-11
   20   38   3.393e-11
   20   39   9.455e-11
   20   40   7.087e-03
   20   41   4.965e-06
   20   42   3.529e-06
   20   43   2.220e-08
   20   44   2.686e-08
   20   45   2.835e-07
   20   46   5.269e-06
   20   47   1.676e-05
   20   48   9.403e-04
   20   49   7.602e-05
   20   50   7.270e-06
   20   51   2.274e-07
   20   52   1.114e-10
   21   40   1.486e-15
   21   41   1.229e-08
   21   42   8.927e-09
   21   43   5.147e-06
   21   44   6.100e-10
   21   45   6.935e-08
   21   46   4.840e-10
   21   47   2.609e-09
   21   48   2.697e-09
   21   49   2.060e-05
   21   50   4.519e-04
   21   51   2.684e-06
   21   52   3.882e-08
   21   53   7.270e-15
   22   40   2.899e-14
   22   41   1.241e-15
   22   42   2.468e-09
   22   43   5.641e-09
   22   44   7.968e-05
   22   45   8.771e-06
   22   46   6.891e-06
   22   47   3.534e-07
   22   48   3.455e-08
   22   49   3.229e-07
   22   50   4.151e-04
   22   51   1.343e-04
   22   52   4.867e-05
   22   53   3.772e-06
   22   54   2.526e-15
   23   43   1.676e-16
   23   44   5.779e-10
   23   45   9.401e-09
   23   46   5.073e-09
   23   47   1.148e-05
   23   48   1.824e-07
   23   49   2.974e-07
   23   50   4.342e-09
   23   51   2.069e-05
   23   52   3.531e-05
   23   53   1.872e-05
   23   54   2.638e-05
   23   55   1.361e-09
   24   44   2.072e-16
   24   45   4.076e-10
   24   46   1.426e-09
   24   47   2.678e-09
   24   48   2.094e-04
   24   49   9.069e-06
   24   50   8.211e-06
   24   51   4.810e-07
   24   52   6.998e-06
   24   53   1.312e-05
   24   54   2.967e-04
   24   55   1.305e-05
   24   56   7.028e-05
   24   57   9.375e-07
   24   58   4.684e-09
   25   46   1.551e-15
   25   47   2.615e-17
   25   48   2.217e-10
   25   49   2.721e-09
   25   50   1.579e-09
   25   51   1.698e-05
   25   52   2.724e-06
   25   53   2.219e-06
   25   54   7.381e-08
   25   55   8.713e-06
   25   56   1.514e-05
   25   57   1.723e-05
   25   58   3.513e-09
   25   59   1.971e-11
   26   47   1.467e-16
   26   48   4.106e-17
   26   49   5.288e-10
   26   50   9.503e-10
   26   51   1.991e-09
   26   52   1.488e-03
   26   53   1.835e-05
   26   54   2.038e-05
   26   55   5.899e-07
   26   56   8.367e-05
   26   57   2.038e-05
   26   58   8.064e-04
   26   59   1.416e-05
   26   60   7.062e-04
   26   61   6.738e-06
   26   62   2.440e-05
   26   63   4.857e-10
   26   64   3.746e-16
   27   51   1.618e-17
   27   52   2.736e-13
   27   53   7.914e-10
   27   54   6.550e-10
   27   55   3.187e-05
   27   56   8.973e-05
   27   57   1.544e-05
   27   58   2.518e-07
   27   59   1.524e-05
   27   60   5.861e-07
   27   61   3.456e-05
   27   62   2.727e-05
   27   63   3.690e-06
   27   64   2.899e-16
   28   52   8.457e-18
   28   53   9.974e-14
   28   54   3.884e-10
   28   55   7.429e-10
   28   56   8.368e-01
   28   57   2.948e-02
   28   58   4.136e-02
   28   59   1.313e-03
   28   60   8.110e-03
   28   61   1.153e-04
   28   62   9.791e-03
   28   63   6.615e-05
   28   64   4.060e-03
   28   65   2.983e-05
   28   66   3.070e-03
   28   67   1.055e-06
   28   68   8.501e-05
   28   69   6.056e-08
   28   70   1.210e-08
   28   71   6.945e-15
   28   72   4.304e-18
   29   56   4.859e-16
   29   57   2.967e-06
   29   58   1.479e-05
   29   59   1.227e-03
   29   60   9.084e-03
   29   61   2.363e-04
   29   62   6.585e-06
   29   63   1.723e-04
   29   64   2.857e-06
   29   65   7.224e-05
   29   66   1.223e-06
   29   67   4.716e-05
   29   68   2.028e-04
   29   69   2.493e-05
   29   70   7.485e-05
   29   71   9.085e-07
   29   72   1.239e-08
   29   73   9.166e-11
   29   74   1.096e-17
   30   57   6.915e-18
   30   58   1.171e-07
   30   59   7.352e-07
   30   60   2.061e-02
   30   61   2.454e-04
   30   62   2.724e-03
   30   63   7.973e-05
   30   64   1.326e-03
   30   65   2.509e-05
   30   66   2.376e-03
   30   67   3.870e-06
   30   68   7.489e-04
   30   69   1.108e-05
   30   70   2.573e-04
   30   71   1.751e-05
   30   72   1.367e-04
   30   73   6.406e-06
   30   74   1.442e-04
   30   75   1.340e-07
   30   76   2.773e-08
   30   77   2.077e-15
   30   78   8.475e-18
   31   60   1.704e-14
   31   61   1.176e-09
   31   62   1.604e-07
   31   63   2.169e-05
   31   64   3.919e-04
   31   65   1.710e-05
   31   66   2.266e-07
   31   67   3.036e-06
