#   Z    A  M_ej/M_sun
   62  144   4.247e-08
   62  147   6.551e-07
   62  148   9.269e-11
   62  149   5.473e-07
   62  150   4.105e-12
   62  152   1.045e-06
   62  154   1.595e-06
   63  151   1.304e-06
   63  153   1.329e-06
   64  152   8.505e-09
   64  154   1.252e-09
   64  155   1.715e-06
   64  156   2.606e-06
   64  157   2.117e-06
   64  158   2.604e-06
   64  160   2.073e-06
   65  159   2.064e-06
   66  156   9.739e-10
   66  158   4.113e-10
   66  160   3.210e-09
   66  161   2.028e-06
   66  162   2.661e-06
   66  163   2.477e-06
   66  164   2.508e-06
   67  165   1.904e-06
   68  162   1.628e-10
   68  164   5.991e-10
   68  166   2.317e-06
   68  167   2.158e-06
   68  168   1.174e-06
   68  170   2.711e-06
   69  169   1.343e-06
   70  168   1.991e-09
   70  170   1.894e-10
   70  171   1.614e-06
   70  172   1.378e-06
   70  173   1.837e-06
   70  174   1.489e-06
   70  176   1.049e-06
   71  175   1.207e-06
   71  176   9.654e-15
   72  174   2.959e-09
   72  176   8.613e-10
   72  177   1.141e-06
   72  178   9.345e-07
   72  179   9.797e-07
   72  180   7.589e-07
   73  181   5.164e-07
   74  180   1.515e-09
   74  182   4.485e-07
   74  183   3.667e-07
   74  184   2.649e-07
   74  186   4.573e-07
   75  185   2.075e-07
   75  187   7.769e-07
   76  184   5.049e-10
   76  186   1.218e-09
   76  187   5.498e-10
   76  188   9.395e-07
   76  189   7.774e-07
   76  190   6.992e-07
   76  192   2.269e-06
   77  191   1.459e-06
   77  193   4.764e-06
   78  190   1.589e-10
   78  192   4.642e-10
   78  194   5.845e-06
   78  195   8.374e-06
   78  196   1.046e-05
   78  198   1.269e-05
   79  197   1.227e-05
   80  196   3.149e-11
   80  198   9.363e-11
   80  199   1.858e-05
   80  200   1.196e-05
   80  201   4.720e-06
   80  202   6.926e-07
   80  204   3.859e-07
   81  203   2.849e-07
   81  205   2.353e-07
   82  204   1.366e-12
   82  206   2.746e-06
   82  207   2.525e-06
   82  208   1.861e-06
   83  209   5.314e-06
   90  232   2.088e-06
   92  235   2.008e-06
   92  238   1.105e-06
