#   Z    A  M_ej/M_sun
   52  122   3.368e-10
   52  123   2.409e-10
   52  124   9.280e-13
   52  125   5.425e-07
   52  126   5.406e-06
   52  128   8.367e-06
   52  130   4.302e-05
   53  127   2.046e-06
   54  124   2.348e-10
   54  126   1.232e-10
   54  128   8.389e-11
   54  129   1.323e-05
   54  130   1.174e-13
   54  131   4.223e-05
   54  132   3.410e-05
   54  134   5.029e-07
   54  136   3.294e-07
   55  133   5.416e-06
   56  130   8.668e-11
   56  132   2.593e-10
   56  134   3.576e-10
   56  135   8.792e-08
   56  136   1.817e-11
   56  137   2.110e-07
   56  138   2.697e-07
   57  138   1.254e-12
   57  139   5.131e-07
   58  136   7.019e-10
   58  138   7.919e-10
   58  140   1.819e-07
   58  142   2.938e-07
   59  141   1.946e-07
   60  142   2.888e-10
   60  143   4.041e-07
   60  144   2.958e-07
   60  145   2.848e-07
   60  146   1.113e-07
   60  148   1.818e-07
   60  150   1.889e-07
   62  144   2.447e-11
   62  147   8.654e-08
   62  148   8.230e-15
   62  149   8.446e-08
   62  150   4.738e-15
   62  152   3.136e-07
   62  154   5.534e-07
   63  151   5.417e-07
   63  153   5.481e-07
   64  152   1.596e-12
   64  154   5.390e-13
   64  155   5.963e-07
   64  156   8.156e-07
   64  157   1.060e-06
   64  158   7.933e-07
   64  160   7.890e-07
   65  159   4.302e-07
   66  156   8.236e-14
   66  158   1.238e-17
   66  160   1.129e-14
   66  161   8.887e-07
   66  162   6.765e-07
   66  163   9.277e-07
   66  164   8.848e-07
   67  165   5.370e-07
   68  162   3.917e-18
   68  164   5.360e-16
   68  166   1.038e-06
   68  167   8.689e-07
   68  168   4.891e-07
   68  170   1.125e-06
   69  169   5.189e-07
   70  170   1.096e-17
   70  171   7.194e-07
   70  172   4.181e-07
   70  173   8.630e-07
   70  174   5.442e-07
   70  176   5.009e-07
   71  175   5.392e-07
   71  176   1.109e-18
   72  174   2.275e-19
   72  176   1.858e-17
   72  177   3.371e-07
   72  178   2.713e-07
   72  179   2.706e-07
   72  180   2.925e-07
   73  181   1.126e-07
   74  180   1.181e-18
   74  182   1.572e-07
   74  183   1.825e-07
   74  184   2.046e-07
   74  186   2.433e-07
   75  185   1.528e-07
   75  187   4.527e-07
   76  186   7.134e-19
   76  187   8.360e-18
   76  188   6.051e-07
   76  189   4.281e-07
   76  190   4.191e-07
   76  192   7.154e-07
   77  191   7.088e-07
   77  193   1.543e-06
   78  192   1.780e-19
   78  194   4.156e-06
   78  195   4.268e-06
   78  196   2.228e-06
   78  198   5.837e-06
   79  197   4.781e-06
   80  198   1.845e-16
   80  199   1.160e-05
   80  200   1.088e-05
   80  201   5.652e-06
   80  202   1.061e-06
   80  204   3.130e-07
   81  203   4.218e-07
   81  205   2.851e-07
   82  204   7.192e-18
   82  206   1.403e-06
   82  207   1.022e-06
   82  208   1.004e-06
   83  209   1.258e-06
   90  232   3.421e-07
   92  235   4.357e-07
   92  238   1.974e-07
